title,url,domain,category,added_date,favicon
Declinosaurus,https://chatgpt.com/g/g-67d1aac3c3ac8191bf7118704b96b36f-declinosaurus-your-friendly-calendar-coach,chatgpt.com,tools-utilities,2025-03-17T12:16:05,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACuElEQVR4nGxTS0hbQRQ9MzFJLVboShFaUFFBUl2kbkKs26gLNwFd6aIElH6UrEShpbRQVzZS0NKN6KJgqzZUhEKxEkhAF342ggsFbVGQLEJIkGCTNz33JQH7GTi8mTvvnnvuZzT+XV7ivdb6mLhUSl3yfEy8K939sdS1vYN4RTwlbv6HGEJoWdYbbp8RVtlJE07iIxGSPaPmu7u70dbWhouLC+RyOUN7wRjj5t0D7u8RUSERArl8TTwkrtxut5qZmXFkMhlUVlZidnYWTU1Nqq+vT2zW6enpL/7nIdzEN0nhPhEnKiSlyclJzahmd3dXDQ0NYXNzE+fn56LETExMqPn5eWtra8uISiryi4KXPHQ4nU6LP+hgMIjFxUU1MjKC1dVV1NfXo6urCzU1Ners7My0tLSoRCJhORwOFwkqNJ39Rqj8fk2Jam5uTlVXV4OpQMj6+/txcHAARkUgEFCNjY2iWosPv34huCvSa2tr1fb2tqESNDc3I5lMIhwOo7OzEwMDAxgeHsbY2BgKhYJhcRW7QVd1RxeJgMPDQzva+vq6TcDCIZvNoqqqCvv7+9jZ2UFvby8WFhbQ2tpanAEuIfjB/pq9vT3DqqtIJGLnvrS0hFgshunpadTV1eHo6Eiig6kqFlWiGttXOiBM0tOTkxOzsbFhvF4venp6sLy8jJWVFaRSKaTTaYyOjhoqMvF43NZPgpg4dnCf4EG3t7er8fFxTRUmn8+rhoYGeDwesHWSnrROTU1NWUVfI5PoK4/yWxof03jl8/kqBgcHNfM3UsBoNGrXgWmoUChkMQ3pv4s+MtJhVRplMXwmSaBU1LzYXS6XklQk97W1tUJp2GR9IYIy3tcfk5A8Z0GfkOQWilXCXytLRIgXpSD2Y7I7ImzEdzp9LZ1vEzdImKeyn7R/4vkR8aH8EmX9BgAA//8QHr6gAAAABklEQVQDAOYlNytHS6j1AAAAAElFTkSuQmCC"
Contact reduction data,https://drive.google.com/drive/folders/1nAfzD50w_YM7oDi-L8ZX-DWfotqSz7Mc,drive.google.com,work-productivity,2025-03-05T13:57:40,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACwElEQVR4nKRTTUhUURQ+59z3MzO+mZzRWaQMA7mwJGxatNGEoh8KIqIyBHURrdoKZUTQ2KIfahO0sk0/i8R+wNoFkpuECiQpgqQkrETMxTg6znvvvntvd8axJrJVBw5c7jvf+c73vXMJ/g6Ef4Ra55uxDli13Dmwp+DxLunyMiAcInWrZnoIe2ZG12qqAX+cW4YPpRwz8i6Xz8f4UhEWwYIj0RwMJiby83nRurEbZirF5Sb0C55d7RxG+xIyitWQ5Qau8B3X988bH11miFhdGAbKwOxvYqqASafMPD7azgzWExR8YVuGzZ2YdTo2azXZ+ZC7BMJg0KNGoB11rcquYqnKITQlXdEnplMqxpQTj8ydSnyb0zdSU0pEYIGEq0pVT1Bh3/7oeC/ZrEN4QVCSaIQZ5Vn0THKpOAARIA1G7kJgWLBTjEDv2hSlTrhpeG8sQbWTiJiSvhBkMROUevvm/dYdajaLwUF4TQSZwANumOUJvxKHbXAC8iUJKk51fcy20hos9VBMmwiSQT9kswEOahDCOdB32nbGfZBkQ1ovQF/JUGwdPtxsMzWuBNaClILChhn4cmiic6QbsgNGp2Z4mL0o1ZMN9yG03OUXdUNSTDfIkVRtmLr8qoO480JyrhWU+TEdSk1ZFFsUeg5D8xbQkk3+dPTmh2PNkguldJ3NSBlWcTfLj97+bmdqMogbt7jLtohjkuJhp15raSTABgmsIax44yezvr52rgiZL2OSeAPjC+pp7Nnkde0BCrIXLgAUvJAlKOkowYMiF95KIHgxkH4h8Hw3iHsr/O7mk+JHIkUGLXpeVGkMai2gaPll7bzd1m+mk3W7HMsiYBZjpk1kWuVEM0Q2IVuIRMgMpbHj870b0bGpB9pUqixESRWq/df4Pq5kXMsW+rdVvRPthmR6fXzmkZMbP4vPSy8TV4H/Fz8BAAD//1ZN9ecAAAAGSURBVAMAF8MkTRHA8NoAAAAASUVORK5CYII="
Jupyter,http://localhost:8888/tree,localhost:8888,uncategorized,2025-03-06T10:36:36,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABJUlEQVR4nMxTQUsCURCeebsQ5iYFBR4KgiQWD506R8eQ8Nipc/2BSEGPBdo/qFOHTh0lpGN09iyLePAoKCL6UAT3jbPqiqx7WFkPfjC8Gd7MN/PezOhEhODBIJeMK2VfEeCpYyNQQwjtf/e12vT64jJB7zmZEMIusJpm0T2+Y5aSUlo29latrxD0s2aaM32xarh8LO25fsgSm+uSK7vfK1ilBYHMmNdc5w8A/fL57Veu+ywguGMzBYQpo2j9IT1dRKU2+gBSL0axZkEAyMy5CSjyhr3zgIPc2Umktd+E98oY1sHjpT486sbRrwvrQIeQ2AKCYT5xHOYTRWQU7cgD+TltTUA4vk6ME7s0SFTmu3KwQcIbPm9ng7SJUXazhFomv3KDrPMEAAD//8vEK2AAAAAGSURBVAMA5lOnuXh3xGUAAAAASUVORK5CYII="
Ebba / Eivind 1:1 - Google Docs,https://docs.google.com/document/d/1N1RedwwjfH5aqtUc4_aNaFhKGNPVRdPC8WsY0K7Qnw8/edit?tab=t.0,docs.google.com,work-productivity,2025-02-18T10:54:38,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAb0lEQVR4nOyTuw2AMAxEL5Y7mswELMIK0NGTko2YiRSh5VtENEFgFzQ5yZJd3NPpJHPtQrNuGAFYfJMng9aUQ5gF5ghhhfmU5fs19cUrV+WWuDOU4hRZBFAnyB2kO3hK9n8HdIyHXJ6ITCeEXO+8AwAA///6PvSSAAAABklEQVQDAH1XHQpZfa4YAAAAAElFTkSuQmCC"
Genially,https://app.genially.com/teams/6336a606d1c2580011c211de/analytics/67594456cbeca466277de02b?analytic_tab=genially_analytics,app.genially.com,tools-utilities,2025-02-04T13:27:13,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAADlElEQVR4nFRTfWwTZRx+3rtrb71+15XdRv1YwggBt/4zGcomk8SBsGT80xm1OFE0y4gLRid+EV2IzgQ14JK54R+KBKNTY0Bwf0wzp6Iygo5YUWm3xcVh125Xetfe7qPX87qEBX7Jm7x53/ye38fzPAxuiHj8AZYVqGZH3uhwqEYTbZp86d3UmKSR4X4sZrjjnhn/GOnvV6/nkOuXiZkI79bMlzhFj+opzf9vQsXVZMHKBkJOB2pYD9xL7oyRcZygc1yfa+BwcgVgIvUYTxFlkJGMtvPfSPjo5DX8fkWHScpAUQR0UUO4gkXnhiq0eKtAidwpWrF1uj57LUliZsSeE+yHTcPs/uIDAYNH0lhdVY090Vbc01AH1m7HpVgcvX3HIC4s4OX1NXiqco0FSr3rIeihRIHdStOI/jSex3tHF9BQvxFnht/BvicjoAgFKZfH+nXV8PvdkFQdfZenMJpKW38kKgJbGRBqtygZgU+s6j5XEG+/sR+mNXd7xwsYP/crDMNAGWu3gGTAqpTVdQzNzqDRHww4adujlEQ8TX9OM4hNytixfTPW1dyB3jeHMDLyPWR5CaqiIpsRUSwWsYxsnd/ELGKyAY04G6lrpo+fnrNBkU3UbViDRSGLc79csqpRy+xsaarHgecex6pgAAG/F6sqyiEWdCQUAon4eUYwfcgVpRJb0HUDNEPDZmOW6SMWSMfDrYi278Af1uxtO5vhtCh9oqsXMjiIxAdKKHqTdGUFbJwNExdj8Hlc2LmtsSQfmIUC+oc+xd7uQzCs1ttatyCXl2EDA48jBBG+JF3/zEN3EZezdu7iHC6fj2PTxlpEdt2PJUVDMp2BYM3vdnF4/WAXOK4Mz796FJ68G9tub4FJOc6Snqsfb7e2e3Lq20TgzLNfYe1tt6L/rQPY3BDGfFqApumo5Msxn1pEz8EjGDn7M/aH92JTMCxYi32Ebtnz4KxWVuS9oVsaGLsbk6OTOH16DH8l/oGiWnL+L43hL0fxyqEBXLhwBbvCEdwbuhu2It5XTfuxZSn3pIZ5I88O6pK7bWpsFpOfj2P+7wQMTQEhlpQZFqsr16K5rhX1wVp45MIph1robP/wzuSKmbpiYzzRHC8asm/3UsruX5zOIme1XYqAsxwhrgLlOpNxSsqJsmyhb99AdfImN5bi6a/jrGZn7tPz3g5D8TTCpEt2NumCMe/MKT+4c+px3i58191ds2Ln/wEAAP//5trqTAAAAAZJREFUAwC61YXop8o0DwAAAABJRU5ErkJggg=="
n8n,https://vannman.app.n8n.cloud/home/workflows,vannman.app.n8n.cloud,uncategorized,2025-02-12T15:32:47,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABdUlEQVR4nMRTzyuEURS9532fkR/JwjAUJaWwtFFK2TGSUrOwIKWk2EyyIo2VhYxfJbFkNyULGn+AjTLFQmExkTJjGDXMjPnxfe96M8VCakxTnN7m3fvu6ZzzujoVCJ0KxN8TsMslQqexRmhJYS0J+PGrIYdDi8SbKmAkkbBwl5AYJQarc5BTAbePFz3HyqZYJDtZRwqSWgm8ZDJFBWhYD9mdPSSol5gvrMH47lNNaRsDIwDdGYjtPJplTUJQp4CYM1J4gUV2E9OQGpYgeBHqc54wYQvEA0x0rzy1ANhnpg71JilJVCiyy+pD9+JnBmHfW7Mh03pNMHGdV4gh+4wtfBZpgGlc2bwbr5kaviwQnVsDsb3vFkTGAmhe9dcZNAEmS0ZpqpRm6z0r7zl/IRuirXySiQfV1S+FtqCZ0m1I6aw9Xr0VuQjg205XHbnXCOaYUiWENJdV+SaRqAxm+5QHHvqnqzQYdShO+6s9m9G8CX7C/y/TBwAAAP//Ef/VKQAAAAZJREFUAwBQnZkGwUTbCQAAAABJRU5ErkJggg=="
Learning Lab,https://schibsted.sana.ai/,schibsted.sana.ai,uncategorized,2025-03-18T15:49:55,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAB0klEQVR4nKxTMU/CUBC+V9puDgYXYxxZANsQGmdGB38ACQMMshMmNv8Bf4A4sMAoiYOLCYSVkEAiCzBiiJo4MrSlz7vjShod9ZLv9d69d3ff3fUZcBAX8Yj4QOwQPkIjIoEW207u0F2HHBXiCvGMuICEKKVAa/1LT8gb4iaFywPCkwwqGcM0TW0YBkRRpIQFyDdAnCIuDVyuhaaFMCgbObuuC/P5XM1mM9YPRPiMfEzxuabNiRgBs2nLshRlbTQakM1mIZfLsU42OdPClH1NicbUkKrh+z5vRqMRFAoF1ofDIZUBcqYkO31N3hA3bJJGqqper8NkMoFutwuZTIYDrFYrqNVq4HkedDodKk3HPsfmID1YLBbsNJ1OoVwuw3q95gBk6/f7UCwWYblcQj6fhyAI+MyEPwqN8Z7o7Pd7PR6PVRiGMBgMuG7KnE6nuQSqf7PZQKvVgu12q2UkXIIvI4ziaZBUq1VoNpust9tt7klC4rs+LaEYeUS2bfPISqUSOI7DIJ1schaPkSQk5R1xJsZjc8mx1+vxrUqlQp2HROMjCfBJmyfErZRiJqLzr8xpwvDnr0ysbfL9l8dEz/MFcQ6HB5KSLKlE1rjZhC+5f4d4/QYAAP//m+RTJQAAAAZJREFUAwCeYsMxEadmAAAAAABJRU5ErkJggg=="
Nimway Maps,https://app.nimway.com/maps,app.nimway.com,uncategorized,2025-02-03T13:07:40,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAC8UlEQVR4nFxTXUgUURS+d+bO3JndUXe1gnoLJYUe+jMwMDRKbd2X/qyULMsUXE20CF97CyPSLNc0yUiw0lSMXGmTRbCgkAgC3woikKjAVXfG2fnZud2ZXFm9MMzce873zT3fdw4CGxekD8nxdeG8PLEVEnCa0D0BZHhy4V0HGBlJJHNSAWuL0G9ICqtuez3bsgY5we034opJzxlOkBg9Lo8punlpJtgop5IwG8ANQa9n65YxQfL4DVWJEM3MBRbJ01XlvShlnnJzaKS4psOzBobJGzhsfgqGPBrFUsYRTV4OJax45dSD5hU7qay1PxNZ1gtKXKIpy5G/CfXkp/8xyNoJNit2C+NJcDQWPR/pvRFLFvf942s1M6dkAiNzD80pxWZi7479xyd+zIV0WFwzILgy9DGX5PXF5aWQbBjn7DrLmx7lMyxbDSAkuqUPhrsCn4sD3ZKb58ZFyXtsNbY4+lsFlezu4vJbvOC+oqtyhP75zGxfq1zaHDyAEJpGHC5iEFsACanIPlgenu4O/Ny1z/fGtIxCXnCVuYChURFhi6mpqqoZdR+etMVsQRHDVCNO8Bg6PdVUjUXYyzLMWbucyZ5AVNP1OpPGqAVtlICY0PYAErzmLLUdxIhFEjDpMn1ZhKwrz0LC2ADHRgJgO4fdIubRMzvhRMuAh2HYw5SUZWgNHHbhhBH/YwIylHSL4/BjGhKABdpRaMFzx789mku5d9qMVLB+Mc1bRAV9Sy8zm7BMl6nrQ+Hupvl1q90Zh1Q5+nL16692mNrHvmu92Qix3wix5uUlLn/m6eV4MlZWey+Tk6RXjtXK8pSOhIrw3YsKSp0BaBkmAYxBt6IISRo9cwiONj7M4jk8zLvTnT5xrO6sV2wc3DxI/ubeoJjubYjHluYsCOoN3QAcx/WIkqdAS+mTZD5KIXBUVVb46wBG0+gwXTD1+BeMeYCwCOyazcWV2pnBm0rqMG3QIPU2/pa+JghhleMUAc8nO6/edyzeNM7/AAAA//9+r/ucAAAABklEQVQDAAaeXrX7t5aRAAAAAElFTkSuQmCC"
LaunchAgent troubleshooting tips,https://chatgpt.com/c/67a3345d-7bc8-800f-a71c-1390a01b08b7,chatgpt.com,tools-utilities,2025-02-14T10:10:50,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACuElEQVR4nGxTS0hbQRQ9MzFJLVboShFaUFFBUl2kbkKs26gLNwFd6aIElH6UrEShpbRQVzZS0NKN6KJgqzZUhEKxEkhAF342ggsFbVGQLEJIkGCTNz33JQH7GTi8mTvvnnvuZzT+XV7ivdb6mLhUSl3yfEy8K939sdS1vYN4RTwlbv6HGEJoWdYbbp8RVtlJE07iIxGSPaPmu7u70dbWhouLC+RyOUN7wRjj5t0D7u8RUSERArl8TTwkrtxut5qZmXFkMhlUVlZidnYWTU1Nqq+vT2zW6enpL/7nIdzEN0nhPhEnKiSlyclJzahmd3dXDQ0NYXNzE+fn56LETExMqPn5eWtra8uISiryi4KXPHQ4nU6LP+hgMIjFxUU1MjKC1dVV1NfXo6urCzU1Ners7My0tLSoRCJhORwOFwkqNJ39Rqj8fk2Jam5uTlVXV4OpQMj6+/txcHAARkUgEFCNjY2iWosPv34huCvSa2tr1fb2tqESNDc3I5lMIhwOo7OzEwMDAxgeHsbY2BgKhYJhcRW7QVd1RxeJgMPDQzva+vq6TcDCIZvNoqqqCvv7+9jZ2UFvby8WFhbQ2tpanAEuIfjB/pq9vT3DqqtIJGLnvrS0hFgshunpadTV1eHo6Eiig6kqFlWiGttXOiBM0tOTkxOzsbFhvF4venp6sLy8jJWVFaRSKaTTaYyOjhoqMvF43NZPgpg4dnCf4EG3t7er8fFxTRUmn8+rhoYGeDwesHWSnrROTU1NWUVfI5PoK4/yWxof03jl8/kqBgcHNfM3UsBoNGrXgWmoUChkMQ3pv4s+MtJhVRplMXwmSaBU1LzYXS6XklQk97W1tUJp2GR9IYIy3tcfk5A8Z0GfkOQWilXCXytLRIgXpSD2Y7I7ImzEdzp9LZ1vEzdImKeyn7R/4vkR8aH8EmX9BgAA//8QHr6gAAAABklEQVQDAOYlNytHS6j1AAAAAElFTkSuQmCC"
Viewfinder,https://cdw.schibsted.io/#/view/schibsted-account-kpis/schibsted%20account%20kpis,cdw.schibsted.io,uncategorized,2025-03-13T20:01:05,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAA+klEQVR4nJxTMQ7CMAy0UTa+wY6AmRW+wAtgRHSHgQe0YoQX8AVYYQWJnW+wYnIEIzdNJehJkU6R7+xzWne6P6ZMtKUIQjQbdto78FEuU2Gp1LDwzKXEvwKmfL4/xHZVrt0VmMIKlbvUyMC4kL41OCx4Z8y+Ji1KAOInycWe2FDRqhPH93UmjFcAwfhWfJh/DDdxRx74OFfdiYuXVZpmQ7U4ZmEnronYwnUn+QLkts8K+gO9Xnf5NvAfUg7ijfBUhd/DILVEQPMHsazDXQQUoLBOXL1PQE3sSYnfEZQgCmIYkyKVOSCMXzJQE+Uw08XazJUI/h/IqDF49QIAAP//TcVa2AAAAAZJREFUAwBSvntMqwfS2wAAAABJRU5ErkJggg=="
You.com | AI for workplace productivity,https://you.com/,you.com,uncategorized,2025-02-03T13:03:39,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAC3ElEQVR4nGxTS08UQRCu6u7p3WWBBVaR+Lh4EBPBCwcff8GExMTVmxCCPBLk4MnExGC8GogEUYEgiYlR98Yv8KYXT8TEEOMFREBW2N1h2Zmd7rJ6AD1IJZOe7v6+enxVrSA2wlwORD6Pxu1yQyunpErdt1b0AAGgtK+ttRP56dZv8X2O5CEWmSx4sW7T3b9xoi6pBwTCAIrU6aSuxJBqmARrq7/J0otKUJtcnDuxsR94jKFs12+vZhON6bsINOjpxjayFfhVCMxoX71w95Pzvj3e4kmUaYhqlTVL9onZ+DGbz3f4KjdYuKIT+pXyUu210IcwLEZKgCBCoSTCgUlrDRlTMgLVSa3rx6O2M0O3hgs9SiqaFVK3B9ViiAiK5ZDkGNJCQlPsQQhWAl21IIkiGwZF4+mGc2R3ZxSiuBDVylZK1AhIjrxXNXisGaGj3Yt5rVmBpbKBupTz7U5QkfGtVNip2C1ZC2K7SM5ACsLWYwJGetPQ0iTj/Ed661mHMmxtGzQGCeO8nPic783hgm1IA964VucuMJUEuHheQ1NGsPIE+yUgbBcNLH2NODtyexcM2UjBEUZA/50h4FFQUJKz9CsET+d3uRggJQmzXP9oXwN0deoY9HkpgKmFXdjcsmDs3xIcHlwGyClZJuFBDPJ3DU4t+DD+MBODeA7iIM1Ncr8t4BYePmYqS7ikdbqzFpZr7EK6fqVY7c2Cq7kW47e2iZozEoxxPYi1rnm6XjPnCytFA1FUXdaJjIfIIwRkXFjuDFYDIPdZ6xTgQyTDMUQi2aRNFCybCO+Id8+zn36ur3SFoX+Pg61p3aiE4BEkMHHH3fxwp1F4QuuM4t/1ICg92iuWruZfZj8q9yA+8EwzeaK7//ubpDWjCU8MSV3XQgcVezrNUgerPOYzlWo08+8xEQ8pjNnDJ7o4d3bj/bOWB5QMLxV3/GntYVl7olzcKU0h+pffTmUfO7LDHgr5BwAA//8cIO6EAAAABklEQVQDALqkbDYcLoEeAAAAAElFTkSuQmCC"
Ebba / Eivind 1:1 - Google Docs,https://docs.google.com/document/d/1N1RedwwjfH5aqtUc4_aNaFhKGNPVRdPC8WsY0K7Qnw8/edit?tab=t.0,docs.google.com,work-productivity,2025-01-31T10:30:28,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAb0lEQVR4nOyTuw2AMAxEL5Y7mswELMIK0NGTko2YiRSh5VtENEFgFzQ5yZJd3NPpJHPtQrNuGAFYfJMng9aUQ5gF5ghhhfmU5fs19cUrV+WWuDOU4hRZBFAnyB2kO3hK9n8HdIyHXJ6ITCeEXO+8AwAA///6PvSSAAAABklEQVQDAH1XHQpZfa4YAAAAAElFTkSuQmCC"
Innovation week - environment - Google Docs,https://docs.google.com/document/d/1CH6IreG7Wk9sBjRufQh49JRSD7V23LK6pQnlWbm4oA8/edit?tab=t.0,docs.google.com,work-productivity,2024-12-12T08:40:43,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAd0lEQVR4nOyQsQ2AMAwE3+COhhGYhQzCDLRU0KRmIWYhI6QA0SAZ0iCaIJIUNJxkyS7+/XpWemtE9hGgEmEYorynWi8zBBXisJwgdpR8v6aueKVSer12RiLsc44ySE7wd/DcgS/d9x1k51jEY5xBC4JBMOIeDwcAAAD//7RP03wAAAAGSURBVAMABnog/gXuIo0AAAAASUVORK5CYII="
Snowflake files - Google Drive,https://drive.google.com/drive/folders/1a7HoU8FLJfXVoWVMiljTWsjkpsuBwU3r,drive.google.com,work-productivity,2024-12-11T09:16:15,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACwElEQVR4nKRTTUhUURQ+59z3MzO+mZzRWaQMA7mwJGxatNGEoh8KIqIyBHURrdoKZUTQ2KIfahO0sk0/i8R+wNoFkpuECiQpgqQkrETMxTg6znvvvntvd8axJrJVBw5c7jvf+c73vXMJ/g6Ef4Ra55uxDli13Dmwp+DxLunyMiAcInWrZnoIe2ZG12qqAX+cW4YPpRwz8i6Xz8f4UhEWwYIj0RwMJiby83nRurEbZirF5Sb0C55d7RxG+xIyitWQ5Qau8B3X988bH11miFhdGAbKwOxvYqqASafMPD7azgzWExR8YVuGzZ2YdTo2azXZ+ZC7BMJg0KNGoB11rcquYqnKITQlXdEnplMqxpQTj8ydSnyb0zdSU0pEYIGEq0pVT1Bh3/7oeC/ZrEN4QVCSaIQZ5Vn0THKpOAARIA1G7kJgWLBTjEDv2hSlTrhpeG8sQbWTiJiSvhBkMROUevvm/dYdajaLwUF4TQSZwANumOUJvxKHbXAC8iUJKk51fcy20hos9VBMmwiSQT9kswEOahDCOdB32nbGfZBkQ1ovQF/JUGwdPtxsMzWuBNaClILChhn4cmiic6QbsgNGp2Z4mL0o1ZMN9yG03OUXdUNSTDfIkVRtmLr8qoO480JyrhWU+TEdSk1ZFFsUeg5D8xbQkk3+dPTmh2PNkguldJ3NSBlWcTfLj97+bmdqMogbt7jLtohjkuJhp15raSTABgmsIax44yezvr52rgiZL2OSeAPjC+pp7Nnkde0BCrIXLgAUvJAlKOkowYMiF95KIHgxkH4h8Hw3iHsr/O7mk+JHIkUGLXpeVGkMai2gaPll7bzd1m+mk3W7HMsiYBZjpk1kWuVEM0Q2IVuIRMgMpbHj870b0bGpB9pUqixESRWq/df4Pq5kXMsW+rdVvRPthmR6fXzmkZMbP4vPSy8TV4H/Fz8BAAD//1ZN9ecAAAAGSURBVAMAF8MkTRHA8NoAAAAASUVORK5CYII="
Planet Earth Texture Maps - High Resolution,https://planetpixelemporium.com/earth8081.html?PayerID=87TSXRRZTSQS4,planetpixelemporium.com,uncategorized,2025-01-13T10:17:27,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAB7ElEQVR4nIxTTUsbQRh+dklL00KLVVuTxrTGptCmaQs9iNJDe7S2PfRc2kLrKR78AyLiHxD8AImgB3+BCN7EgyBeRJGN4GrUaBI1RlHwW4j7vGGWzargc5ndmff5mJl3PHChYGFyYROLyWUcZ03kc9vYzCyjyl+L33/+oeZZheas153ElfSOkC8O0iWiqfUcOjs6EA4F0RMfZGlBrXmcrgTJyZ0TcZ9IaTATWavqOfyRemSMKbS2xGDMTQlHsyACq5m8kAOP7mA8WSSzyMzel/m9lXkZlUg8PozI+/piAuVuHGqW+yrGppesac0m3wQmIVenO8kzCymJHvVuSUH4zQe7uKwmeq1I78AQ9I39c/mpe3yG6d27SAe+INb0Fp+D9jnZW1DbUBgbHYFOd4JkBSbx+sL4+dGHBt8RotUPr00wv35QvAU3KPbu1EB55ZMrBB6iE57IgwJUCoVdM4G8t9hATjBJxij913l1brK4HT+V7iM4BqsrJYETjd9+QH/hLwdT8BCdMBOzMrILmYSjG01fv0NnNzHFq1BtiYi6RjqT7Hbv6ukFzeUt8IOgSGPdyytOG1YrE+oAm5t/Ifb/L2guAvz49LpKFkMV90SEfcBbyJU1IHCxZou1tbejr7tfOMJ1u/FFsrlu+5wvAQAA//8ANZFAAAAABklEQVQDALJI9N33IrvXAAAAAElFTkSuQmCC"
,https://docs.google.com/document/d/1sOr8BKpBlAS_sTJ_dSopE04yBfmsc46JB8GdBv2g4jU/edit?tab=t.0,docs.google.com,work-productivity,2024-12-11T14:52:53,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAd0lEQVR4nOyQsQ2AMAwE3+COhhGYhQzCDLRU0KRmIWYhI6QA0SAZ0iCaIJIUNJxkyS7+/XpWemtE9hGgEmEYorynWi8zBBXisJwgdpR8v6aueKVSer12RiLsc44ySE7wd/DcgS/d9x1k51jEY5xBC4JBMOIeDwcAAAD//7RP03wAAAAGSURBVAMABnog/gXuIo0AAAAASUVORK5CYII="
AI Inspirasjon NTNU - 2025-01-08 - Google Slides,https://docs.google.com/presentation/d/1PPzjNcHnxG2ZMvQgQEXdl8tIQ4x-EAOekpxTQ1KZF5I/edit#slide=id.g31dca4b1425_1_15,docs.google.com,work-productivity,2024-12-19T20:45:02,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAb0lEQVR4nOzRsQ2AIBBA0X9KZ+MI7uMQzuAGuoHDaBxHRqDQ2GgQCk0sgcbCl5BAwYfk1D7THCeDQEkYned0so4s7lARx6iEy16pSPQEitoSYpvkHUj+wR/4QuCea3QgVuaWIZ7OEFq/IZD1Dwv9BQAA//9nkBR+AAAABklEQVQDACBhFEwOgb+pAAAAAElFTkSuQmCC"
"Xeric Design, Ltd. | Purchase",https://www.xericdesign.com/purchase-checkout.php,www.xericdesign.com,uncategorized,2025-01-13T16:45:22,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAIAAACQkWg2AAACT0lEQVR4nERSz2sTQRSe/eFu0lgTbdDamqRJQxVEBFHUiiKC4MU/QPDgTUU8KOJJRVF6KIgHLwXBs/Yi7UGoVnvUi4JEPSiEJk2apOkmTbLZtdmZN76ZaSg7u7yd972P933vmVfufvL8gBN8gHMAkIH6Bdjo+OPJ2MyzS/emFr/nqqPDg+Z6w+ecE4JQhgguy4ioZITzZtO10jEMKrVW1/fX6qCHw4ZCiwIuD1CAQMa03e5mU1EGvFByLIOHbE1XZPgijWyJql9gFCvdrnfuZKpcaa2UnR0mpqkO/R6QUoKYDALMtTteYn/kzPHUu4Uc4XgT4L0ukAoNVPajuJmh8z/5yu1rk4SQ12++7IuHgcoC5EYJvH9EGTBdg2Kpnk3tvn719ItXS6sVJ2TpmGKMmqiYb3myja47bTxf5x7W6p1H0/NjiSilPSESNFM2pNDYPRgGKZacRrOzNHtrZHjX4fNPBkK6bRLKgn6B6ATnwDXC3e6/fKGWScQ+v72ZHYtPXp5eXlmbSMcDGiAMe2EordXx1xtuvuj8+lvVCDy+czG3eB+pjlx4+uN3QaAD1ErxMGm0iXyH0rHxZPTUsdETRw/gTky9/PB85qNpwEQmHvQCJUxsAxcGaq63SalQsFxqzi38nJ3/VizXkyNR2+KKm0u75WQhMmBrNx68X62KQZaqDczt3RMKWRp6omanCuTsKYreGbENzz670fbQnKGYHR20DI3LLaRbi8iEdVyajkFvs2cezAy5rgecSmU6ME18QRf7xwycuEwZagkiYes/AAAA//8lIxKvAAAABklEQVQDAJVCK1Uik3tEAAAAAElFTkSuQmCC"
